id,type,x,y,z,slope,outgoing,drain,drainCoupledID,drainType,drainLength,drainWidth,n_Manning,yFull,area,width
153,STREET,824380.402614221,93029.68371737,27.7368,0.0182325777007798,99,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
154,STREET,824496.924681177,92944.7443872461,29.8704,0.0291530455927912,155,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
155,STREET,824454.681665662,92975.5387256582,28.3464,0.0087236817888107,353,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
156,STREET,823244.724318593,92493.6859761097,31.0896,0.0006975071794073,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
157,STREET,823252.964269101,92505.2614662124,31.0896,0.0007207985956753,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
158,STREET,823255.329564375,92507.8895609563,31.0896,0.0007268763127622,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
159,STREET,823258.225758579,92508.616459506,31.0896,0.0007311887030295,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
160,STREET,823288.001499027,92803.2226702909,33.2232,0.0335388250134893,164,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
161,STREET,823222.934917628,92851.3710532289,31.0896,0.0056561128314791,169,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
162,STREET,823397.992079048,92929.8166171023,31.3944,0.0022529043732089,227,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
163,STREET,823317.54063995,92835.4035059269,33.2232,0.168358201480777,164,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
164,STREET,823324.367526297,92843.8526890309,31.3944,0.0029967300181806,161,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
165,STREET,823282.823509386,93029.2063183213,31.6992,0.0091185278349826,167,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
166,STREET,823225.615692274,93008.1963699746,30.48,0.0015147938774188,150,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
167,STREET,823256.124962781,93049.3188780959,31.3944,0.0178578891032408,166,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
168,STREET,823345.753883525,92870.3213360914,31.3944,0.0024526779528395,161,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
169,STREET,823224.776993803,92959.1325094554,30.48,0.0007731524709394,225,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
170,STREET,824052.419770191,92670.7378352602,29.2608,0.0101449378441687,171,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
171,STREET,824077.310420407,92687.5643016099,28.956,0.0177094260339482,207,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
172,STREET,824093.640287749,92702.5333716719,28.956,0.0221411670049467,207,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
173,STREET,824118.490138047,92725.0165267053,28.956,0.0340149416660642,207,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
174,STREET,824148.309978407,92751.6413734522,28.956,0.0537876725625333,207,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
175,STREET,824173.869727289,92775.0712265959,27.1272,0.0018405891241961,100,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
176,STREET,824158.96785709,92761.4111539144,28.956,0.0904655823137979,175,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
177,STREET,824154.344866339,92760.693755348,28.956,0.0754228102310172,175,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
178,STREET,824149.552475922,92761.9362528631,28.956,0.0661698873231539,175,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
179,STREET,824145.292484443,92764.9537468309,28.956,0.0810711006149036,207,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
180,STREET,823260.635053761,92508.5055597254,31.0896,0.0007338578103627,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
181,STREET,823263.185048661,92506.1772643828,31.0896,0.0007337320557433,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
182,STREET,823274.192982802,92493.2751675938,31.0896,0.0007287182866831,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
183,STREET,823217.520737519,92534.6415168438,31.0896,0.0014358631064275,169,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
184,STREET,823234.781105471,92550.8963749446,31.0896,0.0007554219967907,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
185,STREET,823333.997092218,92492.4414671837,31.6992,0.0101922891307128,182,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
186,STREET,823258.313058406,92546.1028845306,31.0896,0.0007823220606783,226,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
187,STREET,823245.530183971,92572.8304310771,32.9184,0.0748700332113355,184,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
