id,type,x,y,z,slope,outgoing,drain,drainCoupledID,drainType,drainLength,drainWidth,n_Manning,yFull,area,width
76,STREET,824178.409,92528.109,32.9184,0.010036,8,1,525,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
77,STREET,823617.819,92519.977,32.3088,0.009829,79,1,527,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
78,STREET,823625.444,92530.201,32.3088,0.012370,79,1,527,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
79,STREET,823652.593,92571.328,31.6992,0.002841,262,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
80,STREET,823668.602,92595.579,31.6992,0.009936,81,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
81,STREET,823738.062,92696.731,30.4800,0.015820,223,1,504,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
82,STREET,824743.488,92562.965,34.7472,0.010174,212,1,518,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
83,STREET,824779.460,92665.628,34.7472,0.032080,11,1,453,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
84,STREET,824319.666,92577.308,34.4424,0.003687,2,1,534,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
85,STREET,824423.917,92620.852,31.6992,0.019321,5,1,474,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
86,STREET,824675.108,92698.647,31.0896,0.005948,21,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
87,STREET,824031.157,93284.262,27.4320,0.008696,106,1,440,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
88,STREET,824031.154,93284.263,27.4320,0.008695,106,1,440,P-50x100,0.818,0.415,0.013,0.3197,0.0000,0.00
